code;city;NUTS;City;Average Concentration;Pollutant;Number of Records;Number of Cities;UnitOfMeasurement
DED2;Dresden;DED2;Dresden;15.15704342799462;NO;34906;35136;µg/m3
DED2;Dresden;DED2;Görlitz;15.15704342799462;NO;34906;35136;µg/m3
DE91;Braunschweig;DE91;Göttingen;0.2985897494949674;SO2;16494;17568;µg/m3
DE91;Braunschweig;DE91;Wolfsburg;0.2985897494949674;SO2;16494;17568;µg/m3
DE91;Braunschweig;DE91;Göttingen;13.617500645638524;PM10;34864;35136;µg/m3
DE91;Braunschweig;DE91;Wolfsburg;13.617500645638524;PM10;34864;35136;µg/m3
DE91;Braunschweig;DE91;Göttingen;52.55280420570028;O3;16873;17568;µg/m3
DE91;Braunschweig;DE91;Wolfsburg;52.55280420570028;O3;16873;17568;µg/m3
DE91;Braunschweig;DE91;Göttingen;17.69348790217181;NO2;33618;35136;µg/m3
DE91;Braunschweig;DE91;Wolfsburg;17.69348790217181;NO2;33618;35136;µg/m3
DE91;Braunschweig;DE91;Göttingen;0.3026709908462351;CO;17182;17568;µg/m3
DE91;Braunschweig;DE91;Wolfsburg;0.3026709908462351;CO;17182;17568;µg/m3
DE91;Braunschweig;DE91;Göttingen;8.90353184286545;NO;33698;35136;µg/m3
DE91;Braunschweig;DE91;Wolfsburg;8.90353184286545;NO;33698;35136;µg/m3
CH01;Région lémanique;CH01;Lausanne;12.271381690204914;PM10;732;732;µg/m3
CH01;Région lémanique;CH01;Lausanne;54.48978653813054;O3;17499;17568;µg/m3
CH01;Région lémanique;CH01;Lausanne;21.57566445824374;NO2;17508;17568;µg/m3
CH01;Région lémanique;CH01;Lausanne;0.2908225285759896;CO;8771;8784;µg/m3
CH01;Région lémanique;CH01;Lausanne;7.840169508446352;NO;17508;17568;µg/m3
HU11;Budapest;HU11;Budapest;4.5696185591113005;SO2;43441;43920;µg/m3
HU11;Budapest;HU11;Budapest;24.965;PM10;1800;1830;µg/m3
HU11;Budapest;HU11;Budapest;43.73263706157677;O3;25134;26352;µg/m3
HU11;Budapest;HU11;Budapest;27.494520117268717;NO2;41698;43920;µg/m3
HU11;Budapest;HU11;Budapest;0.53053819257507;CO;42927;43920;µg/m3
DE25;Mittelfranken;DE25;Fürth;16.155190923778935;PM10;8738;8784;µg/m3
DE25;Mittelfranken;DE25;Erlangen;44.64132264351362;O3;8751;8784;µg/m3
DE25;Mittelfranken;DE25;Erlangen;14.36769175076432;NO2;8753;8784;µg/m3
DE25;Mittelfranken;DE25;Erlangen;4.499333564906821;NO;8753;8784;µg/m3
DE60;Hamburg;DE60;Hamburg;3.4517808057182666;SO2;34855;35136;µg/m3
DE60;Hamburg;DE60;Hamburg;16.642169203923313;PM10;60092;61488;µg/m3
DE60;Hamburg;DE60;Hamburg;47.596296549644194;O3;25911;26352;µg/m3
DE60;Hamburg;DE60;Hamburg;26.475072882948496;NO2;86669;87840;µg/m3
DE60;Hamburg;DE60;Hamburg;0.3280460908285186;CO;17465;17568;µg/m3
DE60;Hamburg;DE60;Hamburg;14.686789565312129;NO;86669;87840;µg/m3
DE14;Tübingen;DE14;Friedrichshafen;15.23106822215827;PM10;54749;54900;µg/m3
DE14;Tübingen;DE14;Reutlingen;15.23106822215827;PM10;54749;54900;µg/m3
DE14;Tübingen;DE14;Tübingen;15.23106822215827;PM10;54749;54900;µg/m3
DE14;Tübingen;DE14;Ulm;15.23106822215827;PM10;54749;54900;µg/m3
DE14;Tübingen;DE14;Friedrichshafen;45.97425422914982;O3;33489;35136;µg/m3
DE14;Tübingen;DE14;Reutlingen;45.97425422914982;O3;33489;35136;µg/m3
DE14;Tübingen;DE14;Tübingen;45.97425422914982;O3;33489;35136;µg/m3
DE14;Tübingen;DE14;Ulm;45.97425422914982;O3;33489;35136;µg/m3
DE14;Tübingen;DE14;Friedrichshafen;24.392622915452687;NO2;51660;52719;µg/m3
DE14;Tübingen;DE14;Reutlingen;24.392622915452687;NO2;51660;52719;µg/m3
DE14;Tübingen;DE14;Tübingen;24.392622915452687;NO2;51660;52719;µg/m3
DE14;Tübingen;DE14;Ulm;24.392622915452687;NO2;51660;52719;µg/m3
DE14;Tübingen;DE14;Reutlingen;0.2979008073656259;CO;8670;8784;µg/m3
DE14;Tübingen;DE14;Friedrichshafen;18.34204666201834;NO;51645;52704;µg/m3
DE14;Tübingen;DE14;Reutlingen;18.34204666201834;NO;51645;52704;µg/m3
DE14;Tübingen;DE14;Tübingen;18.34204666201834;NO;51645;52704;µg/m3
DE14;Tübingen;DE14;Ulm;18.34204666201834;NO;51645;52704;µg/m3
DE27;Schwaben;DE27;Augsburg;15.309237245783828;PM10;34974;35136;µg/m3
DE27;Schwaben;DE27;Augsburg;47.15079526149096;O3;26259;26352;µg/m3
DE27;Schwaben;DE27;Kempten (Allgäu);47.15079526149096;O3;26259;26352;µg/m3
DE27;Schwaben;DE27;Augsburg;21.814550630992507;NO2;43792;43920;µg/m3
DE27;Schwaben;DE27;Kempten (Allgäu);21.814550630992507;NO2;43792;43920;µg/m3
DE27;Schwaben;DE27;Augsburg;0.2701335252882847;CO;26224;26352;µg/m3
DE27;Schwaben;DE27;Augsburg;9.944492742264138;NO;43792;43920;µg/m3
DE27;Schwaben;DE27;Kempten (Allgäu);9.944492742264138;NO;43792;43920;µg/m3
FRF1;Alsace;FRF1;Colmar;17.2628078962765;PM10;68813;70128;µg/m3
FRF1;Alsace;FRF1;Mulhouse;17.2628078962765;PM10;68813;70128;µg/m3
FRF1;Alsace;FRF1;Strasbourg;17.2628078962765;PM10;68813;70128;µg/m3
FRF1;Alsace;FRF1;Colmar;52.01627841925931;O3;43143;43920;µg/m3
FRF1;Alsace;FRF1;Mulhouse;52.01627841925931;O3;43143;43920;µg/m3
FRF1;Alsace;FRF1;Strasbourg;52.01627841925931;O3;43143;43920;µg/m3
FRF1;Alsace;FRF1;Colmar;23.000584370480983;NO2;73583;74954;µg/m3
FRF1;Alsace;FRF1;Mulhouse;23.000584370480983;NO2;73583;74954;µg/m3
FRF1;Alsace;FRF1;Strasbourg;23.000584370480983;NO2;73583;74954;µg/m3
FRF1;Alsace;FRF1;Mulhouse;0.2715559038360623;CO;8613;8784;µg/m3
FRF1;Alsace;FRF1;Colmar;12.960634926930249;NO;73583;74954;µg/m3
FRF1;Alsace;FRF1;Mulhouse;12.960634926930249;NO;73583;74954;µg/m3
FRF1;Alsace;FRF1;Strasbourg;12.960634926930249;NO;73583;74954;µg/m3
DEA4;Detmold;DEA4;Bielefeld;17.08855238763206;PM10;21874;26535;µg/m3
DEA4;Detmold;DEA4;Bielefeld;47.674813103463045;O3;8438;8784;µg/m3
DEA4;Detmold;DEA4;Bielefeld;20.77951625819451;NO2;20908;26422;µg/m3
DEA4;Detmold;DEA4;Paderborn;20.77951625819451;NO2;20908;26422;µg/m3
DEA4;Detmold;DEA4;Bielefeld;11.775867498752604;NO;20838;26352;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Kaiserslautern;1.162071765476901;SO2;34966;35136;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Ludwigshafen am Rhein;1.162071765476901;SO2;34966;35136;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Mainz;1.162071765476901;SO2;34966;35136;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Kaiserslautern;16.707322505524182;PM10;50585;53604;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Ludwigshafen am Rhein;16.707322505524182;PM10;50585;53604;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Mainz;16.707322505524182;PM10;50585;53604;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Speyer;16.707322505524182;PM10;50585;53604;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Kaiserslautern;45.98653295279455;O3;34962;35136;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Ludwigshafen am Rhein;45.98653295279455;O3;34962;35136;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Mainz;45.98653295279455;O3;34962;35136;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Speyer;45.98653295279455;O3;34962;35136;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Frankenthal (Pfalz);24.503267519388107;NO2;79246;79785;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Kaiserslautern;24.503267519388107;NO2;79246;79785;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Ludwigshafen am Rhein;24.503267519388107;NO2;79246;79785;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Mainz;24.503267519388107;NO2;79246;79785;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Speyer;24.503267519388107;NO2;79246;79785;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Kaiserslautern;0.2752164208954675;CO;61264;61488;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Ludwigshafen am Rhein;0.2752164208954675;CO;61264;61488;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Mainz;0.2752164208954675;CO;61264;61488;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Frankenthal (Pfalz);13.15429768282316;NO;78392;79056;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Kaiserslautern;13.15429768282316;NO;78392;79056;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Ludwigshafen am Rhein;13.15429768282316;NO;78392;79056;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Mainz;13.15429768282316;NO;78392;79056;µg/m3
DEB3;Rheinhessen-Pfalz;DEB3;Speyer;13.15429768282316;NO;78392;79056;µg/m3
NL22;Gelderland;NL22;Nijmegen;21.03517906011769;PM10;8712;8784;µg/m3
NL22;Gelderland;NL22;Nijmegen;50.17560293188965;O3;8583;8784;µg/m3
NL22;Gelderland;NL22;Nijmegen;20.11643220316229;NO2;17487;17568;µg/m3
NL22;Gelderland;NL22;Nijmegen;0.3094287749496643;CO;1192;8784;µg/m3
NL22;Gelderland;NL22;Nijmegen;7.142108420740059;NO;17487;17568;µg/m3
DE92;Hannover;DE92;Hildesheim;14.410695696168297;PM10;8735;8784;µg/m3
DE92;Hannover;DE92;Hildesheim;29.88520636490223;NO2;8396;8784;µg/m3
DE92;Hannover;DE92;Hildesheim;0.3683189860640631;CO;8679;8784;µg/m3
DE92;Hannover;DE92;Hildesheim;29.59692629034773;NO;8398;8784;µg/m3
ES21;País Vasco;ES21;Bilbao;5.503249202204816;SO2;34470;35088;µg/m3
ES21;País Vasco;ES21;Bilbao;16.451223281580635;PM10;42059;44286;µg/m3
ES21;País Vasco;ES21;Bilbao;46.47044395388766;O3;8154;8736;µg/m3
ES21;País Vasco;ES21;Bilbao;20.36141393346746;NO2;42746;43872;µg/m3
ES21;País Vasco;ES21;Bilbao;0.2348640098676609;CO;25921;26352;µg/m3
ES21;País Vasco;ES21;Bilbao;8.510310727843653;NO;42674;43871;µg/m3
ES70;Canarias;ES70;Arrecife;4.323678290213723;SO2;42672;52703;µg/m3
ES70;Canarias;ES70;Las Palmas;4.323678290213723;SO2;42672;52703;µg/m3
ES70;Canarias;ES70;Santa Cruz de Tenerife;4.323678290213723;SO2;42672;52703;µg/m3
ES70;Canarias;ES70;Telde;4.323678290213723;SO2;42672;52703;µg/m3
ES70;Canarias;ES70;Arrecife;28.36362598470145;PM10;35036;52703;µg/m3
ES70;Canarias;ES70;Las Palmas;28.36362598470145;PM10;35036;52703;µg/m3
ES70;Canarias;ES70;Santa Cruz de Tenerife;28.36362598470145;PM10;35036;52703;µg/m3
ES70;Canarias;ES70;Telde;28.36362598470145;PM10;35036;52703;µg/m3
ES70;Canarias;ES70;Arrecife;61.61411113773499;O3;45907;52704;µg/m3
ES70;Canarias;ES70;Las Palmas;61.61411113773499;O3;45907;52704;µg/m3
ES70;Canarias;ES70;Santa Cruz de Tenerife;61.61411113773499;O3;45907;52704;µg/m3
ES70;Canarias;ES70;Telde;61.61411113773499;O3;45907;52704;µg/m3
ES70;Canarias;ES70;Arrecife;12.851272849613098;NO2;44585;52703;µg/m3
ES70;Canarias;ES70;Las Palmas;12.851272849613098;NO2;44585;52703;µg/m3
ES70;Canarias;ES70;Santa Cruz de Tenerife;12.851272849613098;NO2;44585;52703;µg/m3
ES70;Canarias;ES70;Telde;12.851272849613098;NO2;44585;52703;µg/m3
ES70;Canarias;ES70;Las Palmas;0.3779315238424636;CO;5637;8784;µg/m3
ES70;Canarias;ES70;Arrecife;3.895915046965297;NO;44566;52702;µg/m3
ES70;Canarias;ES70;Las Palmas;3.895915046965297;NO;44566;52702;µg/m3
ES70;Canarias;ES70;Santa Cruz de Tenerife;3.895915046965297;NO;44566;52702;µg/m3
ES70;Canarias;ES70;Telde;3.895915046965297;NO;44566;52702;µg/m3
DE13;Freiburg;DE13;Freiburg im Breisgau;12.536928655744571;PM10;18277;18300;µg/m3
DE13;Freiburg;DE13;Freiburg im Breisgau;56.41326883671855;O3;8373;8784;µg/m3
DE13;Freiburg;DE13;Freiburg im Breisgau;22.287632689636865;NO2;17239;17568;µg/m3
DE13;Freiburg;DE13;Freiburg im Breisgau;0.2422176070151121;CO;8667;8784;µg/m3
DE13;Freiburg;DE13;Freiburg im Breisgau;16.76640756180926;NO;17239;17568;µg/m3
SE11;Stockholm;SE11;Stockholm;0.3636363636363636;SO2;11;11;µg/m3
SE11;Stockholm;SE11;Stockholm;14.369778087792984;PM10;100672;100672;µg/m3
SE11;Stockholm;SE11;Stockholm;55.97556394889342;O3;17466;17466;µg/m3
SE11;Stockholm;SE11;Stockholm;16.10272973723071;NO2;107556;107556;µg/m3
SE11;Stockholm;SE11;Stockholm;0.4273972759284246;CO;26211;26211;µg/m3
NL41;Noord-Brabant;NL41;Breda;17.708156477445574;PM10;34803;35136;µg/m3
NL41;Noord-Brabant;NL41;Eindhoven;17.708156477445574;PM10;34803;35136;µg/m3
NL41;Noord-Brabant;NL41;Breda;49.020283025793965;O3;17242;17568;µg/m3
NL41;Noord-Brabant;NL41;Eindhoven;49.020283025793965;O3;17242;17568;µg/m3
NL41;Noord-Brabant;NL41;Breda;19.741960876432444;NO2;34816;35136;µg/m3
NL41;Noord-Brabant;NL41;Eindhoven;19.741960876432444;NO2;34816;35136;µg/m3
NL41;Noord-Brabant;NL41;Breda;7.644136601075629;NO;34816;35136;µg/m3
NL41;Noord-Brabant;NL41;Eindhoven;7.644136601075629;NO;34816;35136;µg/m3
DEA3;Münster;DEA3;Gelsenkirchen;23.39871389787887;PM10;8920;9150;µg/m3
DEA3;Münster;DEA3;Bottrop;26.695806784263446;NO2;16588;17609;µg/m3
DEA3;Münster;DEA3;Gelsenkirchen;26.695806784263446;NO2;16588;17609;µg/m3
DEA3;Münster;DEA3;Recklinghausen;26.695806784263446;NO2;16588;17609;µg/m3
DEA3;Münster;DEA3;Gelsenkirchen;18.47984202322169;NO;16547;17568;µg/m3
DE12;Karlsruhe;DE12;Heidelberg;15.149430413846565;PM10;45506;45750;µg/m3
DE12;Karlsruhe;DE12;Karlsruhe;15.149430413846565;PM10;45506;45750;µg/m3
DE12;Karlsruhe;DE12;Mannheim;15.149430413846565;PM10;45506;45750;µg/m3
DE12;Karlsruhe;DE12;Pforzheim;15.149430413846565;PM10;45506;45750;µg/m3
DE12;Karlsruhe;DE12;Heidelberg;50.37604141411231;O3;25110;26352;µg/m3
DE12;Karlsruhe;DE12;Karlsruhe;50.37604141411231;O3;25110;26352;µg/m3
DE12;Karlsruhe;DE12;Pforzheim;50.37604141411231;O3;25110;26352;µg/m3
DE12;Karlsruhe;DE12;Heidelberg;24.37618881480048;NO2;43089;43966;µg/m3
DE12;Karlsruhe;DE12;Karlsruhe;24.37618881480048;NO2;43089;43966;µg/m3
DE12;Karlsruhe;DE12;Mannheim;24.37618881480048;NO2;43089;43966;µg/m3
DE12;Karlsruhe;DE12;Pforzheim;24.37618881480048;NO2;43089;43966;µg/m3
DE12;Karlsruhe;DE12;Karlsruhe;0.2482573571800141;CO;17330;17568;µg/m3
DE12;Karlsruhe;DE12;Mannheim;0.2482573571800141;CO;17330;17568;µg/m3
DE12;Karlsruhe;DE12;Heidelberg;14.929095170192666;NO;43069;43920;µg/m3
DE12;Karlsruhe;DE12;Karlsruhe;14.929095170192666;NO;43069;43920;µg/m3
DE12;Karlsruhe;DE12;Mannheim;14.929095170192666;NO;43069;43920;µg/m3
DE12;Karlsruhe;DE12;Pforzheim;14.929095170192666;NO;43069;43920;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Setúbal;1.073329485709206;SO2;17330;17568;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Sintra;1.073329485709206;SO2;17330;17568;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Setúbal;17.69411740492449;PM10;24632;26352;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Sintra;17.69411740492449;PM10;24632;26352;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Setúbal;63.24697680157946;O3;16208;17568;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Sintra;63.24697680157946;O3;16208;17568;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Setúbal;14.03554803375464;NO2;24533;26352;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Sintra;14.03554803375464;NO2;24533;26352;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Setúbal;0.2252215421142569;CO;11763;17567;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Setúbal;3.97946235462192;NO;24533;26352;µg/m3
PT17;Área Metropolitana de Lisboa;PT17;Sintra;3.97946235462192;NO;24533;26352;µg/m3
NL32;Noord-Holland;NL32;Amsterdam;0.2808451678189573;SO2;8661;8784;µg/m3
NL32;Noord-Holland;NL32;Amsterdam;17.187567893194515;PM10;69002;70272;µg/m3
NL32;Noord-Holland;NL32;Haarlem;17.187567893194515;PM10;69002;70272;µg/m3
NL32;Noord-Holland;NL32;Amsterdam;48.34675803183331;O3;34658;35136;µg/m3
NL32;Noord-Holland;NL32;Haarlem;48.34675803183331;O3;34658;35136;µg/m3
NL32;Noord-Holland;NL32;Amsterdam;22.111767722517943;NO2;103421;105408;µg/m3
NL32;Noord-Holland;NL32;Haarlem;22.111767722517943;NO2;103421;105408;µg/m3
NL32;Noord-Holland;NL32;Amsterdam;0.3506645420480769;CO;26000;26352;µg/m3
NL32;Noord-Holland;NL32;Amsterdam;8.596723647336015;NO;103423;105408;µg/m3
NL32;Noord-Holland;NL32;Haarlem;8.596723647336015;NO;103423;105408;µg/m3
DEA5;Arnsberg;DEA5;Dortmund;18.64844508709889;PM10;26143;26533;µg/m3
DEA5;Arnsberg;DEA5;Hagen;18.64844508709889;PM10;26143;26533;µg/m3
DEA5;Arnsberg;DEA5;Dortmund;47.5199134497421;O3;8377;8784;µg/m3
DEA5;Arnsberg;DEA5;Bochum;31.221447418835098;NO2;25258;26459;µg/m3
DEA5;Arnsberg;DEA5;Dortmund;31.221447418835098;NO2;25258;26459;µg/m3
DEA5;Arnsberg;DEA5;Hagen;31.221447418835098;NO2;25258;26459;µg/m3
DEA5;Arnsberg;DEA5;Herne;31.221447418835098;NO2;25258;26459;µg/m3
DEA5;Arnsberg;DEA5;Siegen;31.221447418835098;NO2;25258;26459;µg/m3
DEA5;Arnsberg;DEA5;Witten;31.221447418835098;NO2;25258;26459;µg/m3
DEA5;Arnsberg;DEA5;Dortmund;24.55627740140084;NO;25151;26352;µg/m3
DEA5;Arnsberg;DEA5;Hagen;24.55627740140084;NO;25151;26352;µg/m3
DE30;Berlin;DE30;Berlin;1.2073695757770406;SO2;3642;8784;µg/m3
DE30;Berlin;DE30;Berlin;18.921961392152323;PM10;85327;87840;µg/m3
DE30;Berlin;DE30;Berlin;45.693973802546765;O3;35047;35136;µg/m3
DE30;Berlin;DE30;Berlin;25.365312086720063;NO2;112916;115360;µg/m3
DE30;Berlin;DE30;Berlin;0.3176729201077732;CO;17537;17568;µg/m3
DE30;Berlin;DE30;Berlin;13.385495988450089;NO;111756;114192;µg/m3
NL33;Zuid-Holland;NL33;Dordrecht;18.68327105326851;PM10;68565;70272;µg/m3
NL33;Zuid-Holland;NL33;Rotterdam;18.68327105326851;PM10;68565;70272;µg/m3
NL33;Zuid-Holland;NL33;Dordrecht;44.7494979724246;O3;43484;43920;µg/m3
NL33;Zuid-Holland;NL33;Rotterdam;44.7494979724246;O3;43484;43920;µg/m3
NL33;Zuid-Holland;NL33;Dordrecht;25.34240297580748;NO2;69676;70272;µg/m3
NL33;Zuid-Holland;NL33;Rotterdam;25.34240297580748;NO2;69676;70272;µg/m3
NL33;Zuid-Holland;NL33;Dordrecht;9.790299813619058;NO;69676;70272;µg/m3
NL33;Zuid-Holland;NL33;Rotterdam;9.790299813619058;NO;69676;70272;µg/m3
DE71;Darmstadt;DE71;Darmstadt;0.868522657089671;SO2;26284;26352;µg/m3
DE71;Darmstadt;DE71;Hanau;0.868522657089671;SO2;26284;26352;µg/m3
DE71;Darmstadt;DE71;Wiesbaden;0.868522657089671;SO2;26284;26352;µg/m3
DE71;Darmstadt;DE71;Darmstadt;15.557256309161607;PM10;61608;61970;µg/m3
DE71;Darmstadt;DE71;Hanau;15.557256309161607;PM10;61608;61970;µg/m3
DE71;Darmstadt;DE71;Offenbach am Main;15.557256309161607;PM10;61608;61970;µg/m3
DE71;Darmstadt;DE71;Wiesbaden;15.557256309161607;PM10;61608;61970;µg/m3
DE71;Darmstadt;DE71;Darmstadt;47.774712397586384;O3;26270;26352;µg/m3
DE71;Darmstadt;DE71;Hanau;47.774712397586384;O3;26270;26352;µg/m3
DE71;Darmstadt;DE71;Wiesbaden;47.774712397586384;O3;26270;26352;µg/m3
DE71;Darmstadt;DE71;Darmstadt;27.465067917148847;NO2;61347;61553;µg/m3
DE71;Darmstadt;DE71;Hanau;27.465067917148847;NO2;61347;61553;µg/m3
DE71;Darmstadt;DE71;Offenbach am Main;27.465067917148847;NO2;61347;61553;µg/m3
DE71;Darmstadt;DE71;Wiesbaden;27.465067917148847;NO2;61347;61553;µg/m3
DE71;Darmstadt;DE71;Darmstadt;0.2805445558622337;CO;35043;35136;µg/m3
DE71;Darmstadt;DE71;Offenbach am Main;0.2805445558622337;CO;35043;35136;µg/m3
DE71;Darmstadt;DE71;Wiesbaden;0.2805445558622337;CO;35043;35136;µg/m3
DE71;Darmstadt;DE71;Darmstadt;17.121103292319457;NO;61261;61488;µg/m3
DE71;Darmstadt;DE71;Hanau;17.121103292319457;NO;61261;61488;µg/m3
DE71;Darmstadt;DE71;Offenbach am Main;17.121103292319457;NO;61261;61488;µg/m3
DE71;Darmstadt;DE71;Wiesbaden;17.121103292319457;NO;61261;61488;µg/m3
DEA2;Köln;DEA2;Aachen;14.16880928188737;PM10;43122;44286;µg/m3
DEA2;Köln;DEA2;Bonn;14.16880928188737;PM10;43122;44286;µg/m3
DEA2;Köln;DEA2;Leverkusen;14.16880928188737;PM10;43122;44286;µg/m3
DEA2;Köln;DEA2;Aachen;50.35180441623016;O3;16832;17568;µg/m3
DEA2;Köln;DEA2;Leverkusen;50.35180441623016;O3;16832;17568;µg/m3
DEA2;Köln;DEA2;Aachen;22.12435320657381;NO2;42193;43985;µg/m3
DEA2;Köln;DEA2;Bonn;22.12435320657381;NO2;42193;43985;µg/m3
DEA2;Köln;DEA2;Leverkusen;22.12435320657381;NO2;42193;43985;µg/m3
DEA2;Köln;DEA2;Aachen;11.358775989736731;NO;42128;43920;µg/m3
DEA2;Köln;DEA2;Bonn;11.358775989736731;NO;42128;43920;µg/m3
DEA2;Köln;DEA2;Leverkusen;11.358775989736731;NO;42128;43920;µg/m3
